purchase_id,user_id,amount,purchase_date
2733,2805,49.69,2025-09-11
2734,2805,98.36,2025-10-15
2735,2805,56.01,2025-07-31
2736,2809,28.96,2026-05-05
2737,2809,15.01,2025-06-24
2738,2810,80.8,2025-06-27
2739,2810,128.79,2025-07-12
2740,2810,69.51,2025-11-09
2741,2810,115.63,2025-11-01
2742,2810,56.57,2025-12-25
2743,2814,100.73,2025-11-02
2744,2816,46.2,2025-07-24
2745,2818,12.46,2025-10-09
2746,2818,71.41,2025-09-06
2747,2827,43.35,2025-10-25
2748,2827,100.98,2025-08-06
2749,2829,74.94,2026-02-17
2750,2829,150.92,2025-06-26
2751,2829,131.98,2026-04-07
2752,2829,47.61,2025-06-19
2753,2829,110.46,2025-06-13
2754,2831,4.57,2025-08-26
2755,2831,39.42,2025-07-26
2756,2831,29.59,2025-11-16
2757,2831,28.11,2025-09-17
2758,2833,3.08,2025-09-14
2759,2833,53.07,2026-03-21
2760,2833,47.31,2026-02-12
2761,2833,35.41,2025-11-21
2762,2840,33.38,2026-02-24
2763,2840,23.89,2025-05-20
2764,2840,60.81,2025-12-06
2765,2841,66.47,2026-04-07
2766,2841,48.93,2026-02-28
2767,2841,81.88,2026-02-07
2768,2841,18.85,2025-08-14
2769,2844,54.34,2025-12-04
2770,2844,143.44,2026-01-18
2771,2844,13.09,2026-01-14
2772,2844,89.0,2025-12-26
2773,2844,111.7,2025-07-06
2774,2846,145.4,2025-07-25
2775,2846,32.42,2026-02-15
2776,2847,11.28,2025-07-17
2777,2847,37.03,2025-08-29
2778,2847,29.09,2026-02-13
2779,2847,59.82,2026-05-13
2780,2847,29.56,2025-10-11
2781,2848,106.57,2026-01-15
2782,2848,61.17,2025-08-21
2783,2848,81.37,2026-04-09
2784,2848,50.84,2026-05-03
2785,2849,56.9,2026-01-30
2786,2852,82.6,2025-07-04
2787,2853,12.03,2025-10-09
2788,2859,8.27,2025-08-21
2789,2859,40.89,2025-08-11
2790,2861,56.45,2025-10-30
2791,2861,55.35,2025-07-28
2792,2861,47.14,2025-11-07
2793,2861,13.41,2026-02-28
2794,2862,17.77,2025-06-23
2795,2864,29.48,2026-02-23
2796,2864,31.01,2025-06-29
2797,2864,38.05,2026-01-23
2798,2864,80.74,2025-06-26
2799,2866,58.98,2026-03-18
2800,2866,109.75,2025-07-23
2801,2866,18.57,2026-03-24
2802,2866,45.51,2025-08-12
2803,2870,27.22,2025-06-05
2804,2870,37.65,2026-02-07
2805,2871,58.72,2026-02-08
2806,2871,4.0,2025-11-11
2807,2873,39.36,2025-06-12
2808,2873,55.15,2026-05-02
2809,2875,18.57,2025-12-01
2810,2878,54.92,2026-03-18
2811,2878,53.41,2026-01-27
2812,2878,106.74,2026-05-01
2813,2879,158.92,2025-11-06
2814,2879,81.56,2025-12-11
2815,2880,43.08,2026-05-11
2816,2880,147.79,2025-06-28
2817,2883,56.94,2026-04-10
2818,2883,99.86,2025-07-17
2819,2883,92.32,2026-01-23
2820,2883,96.16,2025-10-02
2821,2885,41.72,2025-09-22
2822,2885,66.79,2026-04-27
2823,2885,79.2,2025-12-11
2824,2885,96.2,2026-03-03
2825,2885,15.07,2025-08-09
2826,2892,51.22,2026-03-30
2827,2892,35.01,2025-12-29
2828,2892,103.2,2025-05-31
2829,2892,74.85,2025-06-01
2830,2893,144.65,2026-04-15
2831,2893,94.43,2025-11-29
2832,2893,120.56,2025-06-08
2833,2893,53.24,2026-04-25
2834,2893,155.64,2026-03-21
2835,2897,17.05,2026-01-29
2836,2897,139.92,2026-04-10
2837,2897,136.02,2025-10-13
2838,2897,110.21,2026-02-03
2839,2897,100.11,2025-08-24
2840,2899,147.84,2025-06-21
2841,2899,31.91,2025-08-04
2842,2899,114.12,2026-02-14
2843,2901,88.94,2026-04-26
2844,2901,26.29,2026-03-25
2845,2907,96.27,2025-11-13
2846,2907,75.12,2026-03-08
2847,2907,102.78,2025-08-19
2848,2907,51.81,2025-12-29
2849,2910,70.82,2025-12-12
2850,2910,117.01,2026-04-25
2851,2914,30.64,2026-01-09
2852,2915,54.46,2025-11-27
2853,2915,56.28,2026-03-09
2854,2915,52.69,2025-09-30
2855,2915,50.76,2026-01-12
2856,2915,18.03,2025-07-03
2857,2924,35.23,2025-08-27
2858,2924,26.16,2025-10-03
2859,2924,57.21,2026-02-18
2860,2924,41.07,2026-05-07
2861,2930,81.49,2025-08-21
2862,2930,32.89,2025-12-12
2863,2930,55.87,2026-03-05
2864,2930,61.1,2025-10-18
2865,2930,90.72,2025-08-22
2866,2931,39.38,2025-10-22
2867,2931,40.92,2025-08-15
2868,2935,127.57,2025-11-02
2869,2935,36.4,2026-01-06
2870,2935,26.49,2025-09-26
2871,2935,36.99,2025-05-20
2872,2939,12.2,2025-06-07
2873,2939,5.39,2026-04-04
2874,2939,47.88,2026-04-03
2875,2940,15.25,2025-08-01
2876,2944,17.14,2025-07-22
2877,2944,19.24,2025-06-26
2878,2944,31.86,2026-03-04
2879,2947,28.6,2025-09-20
2880,2947,50.21,2025-05-27
2881,2947,47.92,2025-10-29
2882,2947,53.21,2025-07-23
2883,2947,58.21,2026-01-05
2884,2948,152.1,2026-01-09
2885,2948,12.09,2025-06-25
2886,2950,91.21,2025-08-01
2887,2950,26.27,2025-05-25
2888,2950,63.33,2026-02-09
2889,2950,115.03,2026-05-10
2890,2955,88.99,2025-05-26
2891,2955,102.82,2026-04-20
2892,2955,75.45,2026-05-02
2893,2955,9.3,2025-10-28
2894,2956,57.21,2026-02-24
2895,2956,4.57,2025-10-26
2896,2956,53.76,2026-04-08
2897,2956,46.42,2025-10-26
2898,2959,88.68,2025-06-09
2899,2959,65.77,2026-04-29
2900,2959,84.7,2026-02-11
2901,2964,95.29,2026-03-24
2902,2964,50.35,2025-12-05
2903,2966,111.59,2025-08-31
2904,2966,128.49,2026-03-27
2905,2966,50.05,2025-11-26
2906,2966,123.31,2025-05-16
2907,2970,44.5,2025-07-30
2908,2970,54.2,2026-04-17
2909,2970,30.48,2025-11-02
2910,2970,35.94,2025-06-16
2911,2973,45.67,2025-12-31
2912,2973,130.67,2026-04-22
2913,2973,57.73,2026-03-11
2914,2978,60.01,2025-08-10
2915,2978,89.27,2026-04-13
2916,2978,65.8,2026-04-08
2917,2978,101.2,2025-12-27
2918,2978,74.81,2025-10-19
2919,2979,59.58,2026-03-27
2920,2979,52.17,2026-05-06
2921,2979,86.4,2025-10-31
2922,2983,55.11,2025-11-20
2923,2983,88.76,2025-05-28
2924,2983,103.76,2026-03-11
2925,2986,62.32,2026-02-23
2926,2986,36.79,2025-08-17
2927,2987,79.53,2025-06-07
2928,2992,52.57,2026-04-18
2929,3005,23.52,2025-05-30
2930,3005,96.54,2025-08-05
2931,3005,79.68,2025-10-19
2932,3010,31.72,2025-05-18
2933,3011,14.77,2025-07-20
2934,3011,19.58,2025-07-10
2935,3012,137.42,2025-07-23
2936,3012,114.72,2025-11-29
2937,3012,154.45,2026-02-22
2938,3014,67.41,2025-05-30
2939,3014,128.8,2026-04-03
2940,3015,4.89,2025-11-03
2941,3020,48.91,2026-04-30
2942,3020,83.77,2025-08-25
2943,3020,23.32,2025-10-25
2944,3020,103.64,2025-06-20
2945,3020,97.81,2026-02-09
2946,3021,98.53,2026-01-16
2947,3021,54.65,2025-06-20
2948,3021,79.82,2026-01-15
2949,3024,101.62,2025-11-25
2950,3025,53.65,2025-08-11
2951,3025,88.9,2025-10-15
2952,3026,133.26,2025-07-24
2953,3026,14.29,2025-06-20
2954,3027,123.57,2026-04-19
2955,3027,6.62,2025-06-08
2956,3029,106.53,2025-06-03
2957,3029,55.08,2026-02-01
2958,3029,59.38,2025-06-24
2959,3029,10.45,2025-12-11
2960,3033,71.23,2025-06-18
2961,3033,135.32,2025-11-20
2962,3033,145.01,2025-10-17
2963,3033,63.69,2025-05-18
2964,3035,75.54,2025-07-29
2965,3035,112.54,2025-08-07
2966,3041,38.75,2025-07-08
2967,3041,113.19,2026-02-10
2968,3042,30.8,2026-01-28
2969,3045,22.51,2025-11-04
2970,3045,71.6,2025-11-09
2971,3045,23.1,2025-06-28
2972,3045,26.62,2026-04-19
2973,3045,109.28,2025-11-13
2974,3049,138.4,2025-11-22
2975,3049,136.46,2025-05-15
2976,3049,53.19,2025-07-03
2977,3049,156.8,2025-09-22
2978,3051,34.89,2025-08-09
2979,3051,67.32,2026-02-09
2980,3051,103.18,2025-08-29
2981,3052,108.04,2025-12-14
2982,3052,24.88,2025-07-22
2983,3052,59.89,2026-01-18
2984,3052,64.19,2026-01-13
2985,3052,120.9,2026-05-14
2986,3055,83.6,2026-02-05
2987,3057,90.91,2025-07-24
2988,3057,63.43,2026-01-17
2989,3057,51.45,2025-08-30
2990,3057,38.65,2025-10-18
2991,3067,24.68,2025-05-29
2992,3067,47.6,2026-02-01
2993,3068,138.66,2026-02-27
2994,3068,148.6,2026-03-05
2995,3070,4.95,2025-11-30
2996,3073,63.24,2026-02-23
2997,3079,9.99,2025-09-14
2998,3079,59.53,2025-06-12
2999,3080,80.65,2025-05-19
3000,3080,103.99,2026-05-01
3001,3080,33.29,2025-09-09
3002,3080,101.22,2026-04-20
3003,3080,91.25,2026-03-22
3004,3081,28.2,2025-06-25
3005,3081,18.15,2026-03-27
3006,3081,12.35,2026-03-12
3007,3081,125.15,2026-04-20
3008,3081,126.9,2026-04-16
3009,3084,50.27,2025-10-10
3010,3085,8.15,2025-12-10
3011,3085,22.71,2026-01-29
3012,3085,62.42,2026-05-07
3013,3085,74.46,2025-06-22
3014,3086,61.93,2026-01-30
3015,3086,102.54,2026-03-04
3016,3086,61.55,2026-02-19
3017,3087,55.7,2025-12-13
3018,3087,25.17,2025-11-28
3019,3087,43.13,2026-04-04
3020,3087,98.24,2026-02-26
3021,3089,101.09,2025-08-03
3022,3089,67.41,2025-06-10
3023,3089,17.24,2026-02-24
3024,3089,121.87,2025-06-30
3025,3092,38.35,2025-08-30
3026,3092,15.32,2025-09-18
3027,3094,96.39,2025-07-04
3028,3094,59.83,2025-10-27
3029,3095,5.64,2025-07-11
3030,3095,15.28,2025-09-04
3031,3095,49.06,2025-08-24
3032,3095,49.67,2025-08-12
3033,3096,94.57,2025-10-02
3034,3096,15.33,2025-07-23
3035,3096,45.15,2026-03-06
3036,3099,89.17,2025-06-01
3037,3099,116.25,2025-11-19
3038,3099,105.3,2025-12-06
3039,3100,113.03,2026-04-16
3040,3100,75.37,2025-12-15
3041,3100,83.36,2026-01-02
3042,3100,37.63,2025-07-25
3043,3102,22.25,2025-05-19
3044,3102,34.33,2026-03-14
3045,3102,101.29,2025-08-16
3046,3109,83.9,2025-12-20
3047,3110,66.45,2026-03-19
3048,3110,114.3,2026-02-22
3049,3114,43.82,2026-03-16
3050,3114,117.49,2025-05-26
3051,3114,85.86,2025-10-17
3052,3114,113.66,2025-12-24
3053,3114,75.77,2025-05-24
3054,3122,9.64,2026-04-29
3055,3122,18.15,2025-06-23
3056,3129,13.96,2025-08-30
3057,3131,48.62,2026-01-30
3058,3131,90.84,2025-05-23
3059,3131,91.0,2025-07-05
3060,3131,135.48,2025-09-13
3061,3136,13.74,2026-05-01
3062,3138,87.46,2026-03-24
3063,3138,65.96,2025-11-08
3064,3138,93.99,2025-05-27
3065,3143,56.92,2025-12-21
3066,3143,50.08,2026-02-03
3067,3143,13.69,2026-05-07
3068,3143,75.53,2025-07-27
3069,3143,63.02,2025-10-30
3070,3146,40.88,2025-12-25
3071,3146,6.23,2025-06-01
3072,3146,37.31,2026-03-15
3073,3150,14.64,2026-05-05
3074,3150,20.0,2025-10-30
3075,3152,34.69,2026-05-07
3076,3152,35.36,2025-12-30
3077,3152,48.27,2025-09-04
3078,3152,109.21,2026-01-15
3079,3152,63.35,2026-01-11
3080,3153,71.48,2026-05-10
3081,3153,45.25,2025-08-07
3082,3153,17.28,2025-10-25
3083,3156,11.89,2025-08-02
3084,3156,24.33,2025-11-15
3085,3156,49.36,2026-02-27
3086,3156,49.82,2026-05-12
3087,3156,20.14,2025-07-03
3088,3158,55.69,2026-02-06
3089,3158,50.94,2026-01-13
3090,3158,49.08,2026-04-24
3091,3158,58.54,2025-09-16
3092,3158,57.66,2026-03-28
3093,3159,22.38,2025-08-09
3094,3159,38.28,2025-12-18
3095,3159,65.3,2025-07-18
3096,3159,70.3,2025-09-12
3097,3171,119.2,2025-08-09
3098,3171,19.14,2025-06-11
3099,3171,46.82,2026-01-19
3100,3173,73.25,2025-11-23
3101,3173,112.41,2025-12-23
3102,3173,93.53,2026-04-07
3103,3173,116.57,2025-08-14
3104,3177,95.83,2025-07-09
3105,3177,17.84,2026-02-02
3106,3177,64.27,2026-03-17
3107,3180,126.67,2025-05-28
3108,3181,133.8,2026-02-18
3109,3181,111.17,2026-01-15
3110,3183,96.98,2026-03-03
3111,3183,47.91,2025-05-31
3112,3183,15.08,2025-10-06
3113,3184,34.12,2025-11-24
3114,3184,138.14,2025-07-22
3115,3184,68.64,2025-12-13
3116,3184,152.23,2025-09-05
3117,3184,69.03,2025-06-09
3118,3186,70.52,2025-08-31
3119,3186,122.63,2026-01-19
3120,3192,84.54,2026-05-04
3121,3192,53.35,2026-04-20
3122,3203,43.37,2026-03-15
3123,3203,96.34,2026-05-08
3124,3203,41.03,2025-11-08
3125,3203,63.17,2025-07-29
3126,3208,46.77,2026-02-04
3127,3208,36.55,2025-08-20
3128,3208,50.82,2026-01-30
3129,3208,20.05,2025-06-10
3130,3208,59.61,2025-12-04
3131,3209,48.63,2025-12-15
3132,3209,21.66,2025-11-03
3133,3209,28.66,2026-02-06
3134,3209,20.07,2025-09-20
3135,3213,82.28,2026-05-15
3136,3213,88.48,2025-08-30
3137,3213,16.94,2025-07-16
3138,3214,49.29,2026-05-13
3139,3214,71.41,2026-05-05
3140,3214,63.72,2025-09-29
3141,3214,20.7,2026-03-05
3142,3214,108.66,2025-07-26
3143,3216,14.17,2026-03-19
3144,3216,40.07,2025-07-25
3145,3216,3.14,2025-09-09
3146,3216,58.77,2026-04-17
3147,3223,36.03,2025-07-06
3148,3223,30.43,2025-08-18
3149,3223,59.18,2025-07-31
3150,3223,45.71,2025-05-30
3151,3227,124.41,2025-08-31
3152,3227,74.03,2026-02-28
3153,3229,44.99,2026-03-30
3154,3229,31.32,2026-03-27
3155,3229,13.25,2026-01-07
3156,3229,31.31,2025-10-17
3157,3233,6.55,2025-11-01
3158,3233,10.92,2026-03-19
3159,3234,69.77,2025-06-09
3160,3234,66.56,2025-11-16
3161,3234,74.24,2026-01-14
3162,3240,45.08,2025-12-02
3163,3240,38.45,2026-03-07
3164,3240,103.45,2025-08-02
3165,3240,54.44,2025-07-29
3166,3240,62.63,2025-09-10
3167,3241,39.52,2026-01-07
3168,3241,48.45,2026-02-24
3169,3242,79.65,2025-09-22
3170,3242,159.12,2025-12-31
3171,3242,142.68,2026-01-28
3172,3242,71.86,2025-08-26
3173,3244,144.22,2025-07-02
3174,3244,37.68,2025-09-16
3175,3244,45.8,2025-08-11
3176,3244,91.5,2026-02-03
3177,3246,19.93,2025-07-04
3178,3246,35.85,2025-05-27
3179,3250,116.12,2025-08-13
3180,3250,59.88,2025-11-07
3181,3250,57.67,2025-08-25
3182,3251,43.83,2025-12-21
3183,3251,67.59,2025-12-19
3184,3251,47.25,2026-02-06
3185,3255,24.76,2026-03-02
3186,3255,29.51,2026-02-12
3187,3255,60.85,2025-11-18
3188,3255,42.19,2026-04-03
3189,3256,64.54,2026-01-09
3190,3256,62.75,2025-07-11
3191,3256,90.26,2026-01-23
3192,3256,82.81,2025-11-20
3193,3256,27.64,2025-07-13
3194,3257,50.85,2026-04-08
3195,3257,79.13,2026-05-02
3196,3257,38.31,2026-02-25
3197,3258,152.65,2025-11-29
3198,3259,100.56,2025-11-03
3199,3259,96.24,2025-12-09
3200,3259,26.84,2025-06-14
3201,3259,46.92,2025-11-29
3202,3262,71.26,2026-04-06
3203,3262,143.19,2025-06-05
3204,3262,38.7,2025-08-14
3205,3262,120.97,2025-10-07
3206,3262,155.56,2025-07-03
3207,3263,99.99,2025-09-13
3208,3263,122.9,2025-05-29
3209,3263,46.14,2025-06-18
3210,3263,34.15,2025-11-28
3211,3263,73.82,2025-12-08
3212,3265,41.64,2026-02-19
3213,3265,81.24,2025-09-01
3214,3266,105.09,2025-08-29
3215,3266,56.72,2026-01-23
3216,3266,104.31,2025-07-23
3217,3270,16.72,2026-01-09
3218,3270,108.71,2026-03-24
3219,3270,58.2,2025-10-08
3220,3270,38.53,2026-03-23
3221,3270,36.82,2025-05-20
3222,3274,109.12,2026-04-28
3223,3274,56.01,2025-09-07
3224,3274,44.5,2026-02-09
3225,3274,31.58,2025-08-15
3226,3274,16.23,2025-11-09
3227,3282,108.53,2026-02-07
3228,3283,56.92,2025-08-06
3229,3283,25.38,2025-05-16
3230,3283,23.6,2025-06-20
3231,3283,37.9,2025-05-18
3232,3285,33.07,2025-06-28
3233,3285,63.89,2025-06-19
3234,3285,75.35,2025-12-03
3235,3285,19.85,2025-11-17
3236,3285,97.3,2026-01-04
3237,3288,15.16,2025-05-24
3238,3288,33.08,2026-03-27
3239,3288,54.08,2025-12-17
3240,3288,51.24,2025-12-23
3241,3288,40.17,2025-12-26
3242,3295,50.84,2026-03-28
3243,3295,21.9,2025-06-02
3244,3302,12.03,2026-02-25
3245,3302,39.95,2025-09-29
3246,3302,21.01,2025-12-20
3247,3302,27.6,2026-04-20
3248,3302,29.63,2025-07-27
3249,3303,87.42,2025-09-24
3250,3303,40.6,2025-09-17
3251,3303,39.98,2025-10-14
3252,3304,39.48,2026-03-03
3253,3304,8.98,2026-04-21
3254,3304,30.61,2025-07-30
3255,3304,4.37,2025-11-13
3256,3304,14.17,2026-04-19
3257,3305,51.58,2025-11-11
3258,3305,57.76,2026-03-22
3259,3305,52.08,2025-11-28
3260,3305,34.88,2026-01-22
3261,3306,106.09,2026-01-06
3262,3306,81.97,2026-03-27
3263,3306,70.67,2026-02-22
3264,3309,16.55,2025-07-29
3265,3310,123.51,2025-07-27
3266,3318,130.14,2025-11-11
3267,3318,140.5,2025-10-28
3268,3320,54.98,2025-06-12
3269,3322,23.44,2025-10-31
3270,3323,14.31,2026-03-21
3271,3324,19.05,2025-06-07
3272,3324,11.4,2026-03-31
3273,3330,152.54,2025-12-10
3274,3330,76.07,2025-06-05
3275,3332,68.89,2026-03-18
3276,3332,94.24,2026-02-12
3277,3332,65.62,2025-11-14
3278,3332,68.83,2026-01-19
3279,3332,28.42,2026-03-04
3280,3333,18.53,2025-07-02
3281,3333,40.99,2025-10-03
3282,3334,106.83,2026-03-22
3283,3339,30.52,2025-07-11
3284,3339,7.85,2025-08-27
3285,3339,57.69,2025-07-31
3286,3339,14.07,2026-01-14
3287,3343,117.1,2026-03-01
3288,3343,44.09,2025-06-20
3289,3343,128.24,2026-03-17
3290,3343,56.33,2026-01-27
3291,3343,110.85,2025-09-24
3292,3345,67.66,2026-04-18
3293,3345,53.55,2025-08-19
3294,3345,90.88,2025-12-10
3295,3349,159.21,2025-05-31
3296,3349,23.1,2025-07-10
3297,3351,51.98,2025-10-09
3298,3351,82.83,2025-08-16
3299,3351,128.93,2025-11-16
3300,3353,18.47,2026-01-24
3301,3354,100.57,2025-11-14
3302,3355,30.88,2025-06-13
3303,3355,54.23,2026-03-04
3304,3357,15.73,2025-07-18
3305,3357,22.71,2026-03-04
3306,3364,128.15,2026-02-26
3307,3364,74.26,2026-03-16
3308,3364,28.02,2025-09-08
3309,3364,67.6,2025-07-18
3310,3367,70.74,2025-08-13
3311,3367,43.71,2025-06-03
3312,3371,24.35,2026-05-13
3313,3371,9.6,2025-09-04
3314,3371,10.46,2025-06-01
3315,3371,40.89,2025-12-06
3316,3371,14.51,2025-12-19
3317,3373,30.01,2025-05-19
3318,3373,58.04,2026-01-15
3319,3375,75.48,2026-03-24
3320,3375,74.26,2025-10-10
3321,3375,106.26,2025-08-03
3322,3376,33.48,2025-12-28
3323,3376,20.78,2026-04-15
3324,3376,80.29,2025-11-14
3325,3376,93.72,2025-11-02
3326,3378,72.67,2025-07-20
3327,3378,98.85,2025-05-30
3328,3378,113.11,2025-11-11
3329,3378,81.66,2026-03-20
3330,3378,51.15,2025-07-18
3331,3379,29.96,2025-09-21
3332,3381,37.44,2026-03-16
3333,3381,9.5,2026-03-12
3334,3381,42.37,2026-03-31
3335,3381,48.85,2026-04-18
3336,3385,6.91,2026-02-14
3337,3385,48.26,2026-02-11
3338,3385,5.67,2026-03-09
3339,3385,28.06,2025-09-08
3340,3385,14.37,2025-10-08
3341,3387,33.27,2025-09-28
3342,3387,30.32,2026-04-03
3343,3387,21.45,2025-12-01
3344,3387,3.59,2025-07-18
3345,3387,38.32,2025-12-29
3346,3389,22.02,2026-01-12
3347,3389,54.22,2025-06-01
3348,3395,52.19,2025-05-19
3349,3395,54.59,2026-01-26
3350,3396,57.06,2026-03-02
3351,3396,30.88,2026-04-13
3352,3401,41.08,2026-03-15
3353,3407,31.87,2025-07-01
3354,3407,23.16,2025-11-27
3355,3407,36.85,2026-02-12
3356,3407,35.37,2025-06-15
3357,3407,14.76,2026-01-12
3358,3410,43.83,2025-12-21
3359,3410,85.6,2025-11-13
3360,3410,99.34,2026-02-17
3361,3410,51.38,2026-01-17
3362,3410,25.78,2026-04-30
3363,3413,99.13,2026-01-16
3364,3415,125.19,2026-04-05
3365,3415,66.77,2025-10-30
3366,3416,72.38,2025-08-07
3367,3416,153.66,2025-07-25
3368,3418,43.01,2026-04-13
3369,3418,56.04,2025-07-07
3370,3418,74.24,2026-04-01
3371,3419,51.76,2026-04-12
3372,3419,149.71,2025-12-25
3373,3420,62.95,2026-02-04
3374,3420,27.08,2026-02-22
3375,3420,58.49,2026-01-17
3376,3420,61.49,2025-12-21
3377,3421,64.08,2025-12-01
3378,3422,29.96,2025-07-06
3379,3422,52.41,2026-04-20
3380,3422,55.0,2025-08-06
3381,3423,74.03,2026-01-13
3382,3423,47.39,2025-05-29
3383,3423,53.96,2025-07-30
3384,3423,8.88,2025-11-25
3385,3433,87.7,2025-11-03
3386,3433,54.3,2025-09-15
3387,3433,33.88,2026-01-14
3388,3433,20.94,2025-06-22
3389,3437,98.8,2025-07-22
3390,3438,60.53,2025-09-02
3391,3438,8.86,2025-07-25
3392,3447,54.85,2026-02-18
3393,3447,40.76,2025-05-29
3394,3448,69.83,2026-01-31
3395,3448,89.79,2026-02-25
3396,3448,68.84,2025-08-29
3397,3448,58.17,2026-03-05
3398,3449,55.61,2026-02-18
3399,3449,27.91,2026-04-07
3400,3449,50.04,2025-11-03
3401,3449,26.14,2025-09-21
3402,3452,79.29,2026-02-23
3403,3452,38.21,2025-08-12
3404,3452,39.42,2025-07-29
3405,3453,39.97,2025-06-20
3406,3453,71.02,2025-12-14
3407,3453,56.8,2025-06-13
3408,3453,72.99,2025-05-17
3409,3453,101.16,2026-04-27
3410,3457,94.3,2025-10-10
3411,3457,21.53,2025-11-11
3412,3460,84.95,2025-12-21
3413,3460,53.62,2025-12-05
3414,3462,14.52,2026-04-03
3415,3462,49.0,2026-04-29
3416,3462,36.2,2026-05-05
3417,3467,133.34,2025-12-23
3418,3472,98.45,2025-12-22
3419,3472,49.53,2025-06-17
3420,3474,14.22,2026-03-02
3421,3475,22.21,2026-03-24
3422,3475,77.93,2026-03-30
3423,3475,82.72,2025-10-24
3424,3475,71.76,2026-03-20
3425,3475,30.85,2025-08-05
3426,3477,12.46,2026-01-13
3427,3487,103.71,2025-09-14
3428,3487,124.95,2026-02-18
3429,3487,70.98,2025-12-13
3430,3487,84.71,2025-11-05
3431,3487,10.7,2025-07-07
3432,3488,42.13,2025-09-18
3433,3488,14.68,2025-10-18
3434,3491,53.84,2025-11-19
3435,3491,93.24,2025-08-02
3436,3492,90.47,2026-04-05
3437,3492,19.06,2026-04-13
3438,3492,101.02,2025-05-22
3439,3492,22.59,2026-04-30
3440,3492,86.18,2025-10-21
3441,3497,24.7,2025-09-14
3442,3497,28.33,2026-03-03
3443,3497,10.66,2026-04-12
3444,3498,39.24,2025-07-25
3445,3498,14.39,2026-04-09
3446,3498,46.53,2025-11-03
3447,3498,22.09,2025-07-17
3448,3502,90.51,2025-12-08
3449,3502,59.95,2025-08-28
3450,3502,68.09,2025-08-30
3451,3503,20.23,2025-12-12
3452,3503,34.72,2026-01-18
3453,3503,26.73,2025-10-12
3454,3503,20.93,2025-11-03
3455,3507,33.64,2026-03-25
3456,3507,107.66,2025-05-27
3457,3509,74.56,2025-08-08
3458,3509,121.4,2025-06-20
3459,3518,42.79,2025-09-01
3460,3518,31.04,2026-04-23
3461,3520,75.64,2025-11-14
3462,3520,73.23,2025-10-20
3463,3528,107.85,2025-12-01
3464,3528,81.52,2025-05-19
3465,3529,91.03,2025-08-22
3466,3529,86.57,2025-12-19
3467,3529,109.61,2026-03-29
3468,3530,34.62,2025-09-05
3469,3531,51.23,2025-11-19
3470,3531,37.4,2025-10-27
3471,3531,39.55,2025-12-17
3472,3531,59.23,2026-02-20
3473,3531,17.05,2025-06-10
3474,3538,53.64,2026-01-01
3475,3538,42.04,2025-11-07
3476,3538,7.89,2026-03-20
3477,3541,69.34,2025-12-01
3478,3544,117.35,2025-10-13
3479,3544,30.88,2026-02-27
3480,3544,18.86,2025-12-16
3481,3544,47.77,2025-09-20
3482,3545,97.59,2026-04-24
3483,3548,104.26,2025-10-18
3484,3548,35.62,2026-05-03
3485,3548,101.7,2026-04-08
3486,3550,112.63,2026-02-16
3487,3551,131.73,2026-01-01
3488,3551,144.64,2025-07-01
3489,3552,70.2,2026-01-21
3490,3552,28.83,2025-09-28
3491,3552,43.65,2025-11-07
3492,3552,90.54,2026-05-11
3493,3553,38.05,2025-09-21
3494,3553,17.51,2025-12-29
3495,3556,43.0,2025-08-23
3496,3556,27.57,2025-07-31
3497,3556,43.43,2026-03-29
3498,3556,5.89,2025-11-22
3499,3556,19.42,2025-07-05
3500,3562,16.05,2025-07-15
3501,3562,64.23,2026-01-07
3502,3563,141.72,2025-09-29
3503,3563,45.65,2025-12-25
3504,3564,40.08,2026-01-07
3505,3564,82.69,2025-12-10
3506,3564,19.26,2025-05-28
3507,3564,56.74,2025-09-06
3508,3566,83.72,2026-04-09
3509,3569,123.53,2025-08-29
3510,3569,37.14,2025-11-24
3511,3572,45.5,2025-06-26
3512,3572,64.68,2026-01-10
3513,3572,62.56,2026-02-08
3514,3575,14.6,2025-09-07
3515,3576,133.16,2025-07-16
3516,3576,12.22,2026-04-27
3517,3582,21.05,2025-07-16
3518,3582,49.34,2025-08-09
3519,3582,8.13,2026-01-11
3520,3582,36.32,2025-09-17
3521,3583,85.28,2026-02-04
3522,3583,10.61,2026-02-01
3523,3588,144.94,2025-06-12
3524,3588,120.63,2025-11-29
3525,3590,28.28,2025-09-20
3526,3594,52.7,2026-05-12
3527,3594,14.98,2025-12-05
3528,3594,33.56,2026-04-29
3529,3594,5.98,2025-05-22
3530,3596,42.53,2025-06-25
3531,3596,97.45,2026-02-07
3532,3596,41.04,2025-06-12
3533,3599,58.05,2025-11-04
3534,3605,42.9,2025-08-11
3535,3605,14.97,2025-11-02
3536,3605,46.29,2026-03-29
3537,3613,31.44,2026-02-12
3538,3613,74.93,2025-09-29
3539,3613,22.44,2025-07-01
3540,3614,15.38,2026-05-12
3541,3614,49.48,2025-11-26
3542,3614,73.24,2026-01-08
3543,3614,77.66,2026-02-07
3544,3617,89.22,2025-12-23
3545,3620,120.59,2026-02-17
3546,3620,29.15,2026-02-18
3547,3621,66.96,2025-07-21
3548,3621,33.78,2025-10-18
3549,3621,55.48,2025-08-08
3550,3621,148.55,2025-09-26
3551,3623,13.26,2025-12-17
3552,3623,14.74,2025-09-22
3553,3623,55.45,2026-02-20
3554,3623,46.58,2026-04-11
